Número da Partida,Vencedor (1 ou 2),Vitórias Jogador 1,Vitórias Jogador 2,Empates
5241,0,0,4265,976
5242,-1,0,4266,976
5243,-1,0,4267,976
5244,0,0,4267,977
5245,0,0,4267,978
5246,-1,0,4268,978
5247,-1,0,4269,978
5248,-1,0,4270,978
5249,-1,0,4271,978
5250,-1,0,4272,978
5251,-1,0,4273,978
5252,0,0,4273,979
5253,-1,0,4274,979
5254,0,0,4274,980
5255,-1,0,4275,980
5256,-1,0,4276,980
5257,-1,0,4277,980
5258,-1,0,4278,980
5259,0,0,4278,981
5260,0,0,4278,982
5261,-1,0,4279,982
5262,-1,0,4280,982
5263,-1,0,4281,982
5264,-1,0,4282,982
5265,-1,0,4283,982
5266,0,0,4283,983
5267,0,0,4283,984
5268,-1,0,4284,984
5269,-1,0,4285,984
5270,-1,0,4286,984
5271,-1,0,4287,984
5272,-1,0,4288,984
5273,-1,0,4289,984
5274,-1,0,4290,984
5275,-1,0,4291,984
5276,0,0,4291,985
5277,-1,0,4292,985
5278,0,0,4292,986
5279,-1,0,4293,986
5280,-1,0,4294,986
5281,-1,0,4295,986
5282,-1,0,4296,986
5283,0,0,4296,987
5284,-1,0,4297,987
5285,-1,0,4298,987
5286,-1,0,4299,987
5287,-1,0,4300,987
5288,-1,0,4301,987
5289,-1,0,4302,987
5290,-1,0,4303,987
5291,0,0,4303,988
5292,-1,0,4304,988
5293,-1,0,4305,988
5294,0,0,4305,989
5295,0,0,4305,990
5296,-1,0,4306,990
5297,-1,0,4307,990
5298,-1,0,4308,990
5299,0,0,4308,991
5300,-1,0,4309,991
5301,0,0,4309,992
5302,-1,0,4310,992
5303,-1,0,4311,992
5304,-1,0,4312,992
5305,-1,0,4313,992
5306,0,0,4313,993
5307,-1,0,4314,993
5308,-1,0,4315,993
5309,-1,0,4316,993
5310,-1,0,4317,993
5311,-1,0,4318,993
5312,0,0,4318,994
5313,-1,0,4319,994
5314,-1,0,4320,994
5315,-1,0,4321,994
5316,-1,0,4322,994
5317,-1,0,4323,994
5318,-1,0,4324,994
5319,-1,0,4325,994
5320,-1,0,4326,994
5321,0,0,4326,995
5322,-1,0,4327,995
5323,-1,0,4328,995
5324,0,0,4328,996
5325,-1,0,4329,996
5326,-1,0,4330,996
5327,0,0,4330,997
5328,-1,0,4331,997
5329,-1,0,4332,997
5330,-1,0,4333,997
5331,-1,0,4334,997
5332,0,0,4334,998
5333,-1,0,4335,998
5334,-1,0,4336,998
5335,-1,0,4337,998
5336,-1,0,4338,998
5337,0,0,4338,999
5338,0,0,4338,1000
5339,-1,0,4339,1000
5340,-1,0,4340,1000
5341,-1,0,4341,1000
5342,-1,0,4342,1000
5343,-1,0,4343,1000
5344,-1,0,4344,1000
5345,-1,0,4345,1000
5346,-1,0,4346,1000
5347,-1,0,4347,1000
5348,-1,0,4348,1000
5349,-1,0,4349,1000
5350,0,0,4349,1001
5351,-1,0,4350,1001
5352,-1,0,4351,1001
5353,-1,0,4352,1001
5354,-1,0,4353,1001
5355,0,0,4353,1002
5356,-1,0,4354,1002
5357,-1,0,4355,1002
5358,-1,0,4356,1002
5359,-1,0,4357,1002
5360,-1,0,4358,1002
5361,-1,0,4359,1002
5362,-1,0,4360,1002
5363,0,0,4360,1003
5364,-1,0,4361,1003
5365,0,0,4361,1004
5366,0,0,4361,1005
5367,-1,0,4362,1005
5368,-1,0,4363,1005
5369,-1,0,4364,1005
5370,-1,0,4365,1005
5371,-1,0,4366,1005
5372,-1,0,4367,1005
5373,-1,0,4368,1005
5374,-1,0,4369,1005
5375,-1,0,4370,1005
5376,0,0,4370,1006
5377,-1,0,4371,1006
5378,-1,0,4372,1006
5379,0,0,4372,1007
5380,-1,0,4373,1007
5381,-1,0,4374,1007
5382,0,0,4374,1008
5383,0,0,4374,1009
5384,0,0,4374,1010
5385,-1,0,4375,1010
5386,-1,0,4376,1010
5387,-1,0,4377,1010
5388,-1,0,4378,1010
5389,-1,0,4379,1010
5390,-1,0,4380,1010
5391,-1,0,4381,1010
5392,-1,0,4382,1010
5393,-1,0,4383,1010
5394,-1,0,4384,1010
5395,-1,0,4385,1010
5396,-1,0,4386,1010
5397,0,0,4386,1011
5398,-1,0,4387,1011
5399,-1,0,4388,1011
5400,-1,0,4389,1011
5401,-1,0,4390,1011
5402,-1,0,4391,1011
5403,-1,0,4392,1011
5404,-1,0,4393,1011
5405,-1,0,4394,1011
5406,-1,0,4395,1011
5407,-1,0,4396,1011
5408,-1,0,4397,1011
5409,-1,0,4398,1011
5410,-1,0,4399,1011
5411,-1,0,4400,1011
5412,-1,0,4401,1011
5413,-1,0,4402,1011
5414,0,0,4402,1012
5415,-1,0,4403,1012
5416,-1,0,4404,1012
5417,-1,0,4405,1012
5418,-1,0,4406,1012
5419,-1,0,4407,1012
5420,-1,0,4408,1012
5421,-1,0,4409,1012
5422,-1,0,4410,1012
5423,-1,0,4411,1012
5424,0,0,4411,1013
5425,-1,0,4412,1013
5426,-1,0,4413,1013
5427,0,0,4413,1014
5428,-1,0,4414,1014
5429,-1,0,4415,1014
5430,-1,0,4416,1014
5431,-1,0,4417,1014
5432,-1,0,4418,1014
5433,-1,0,4419,1014
5434,0,0,4419,1015
5435,-1,0,4420,1015
5436,-1,0,4421,1015
5437,-1,0,4422,1015
5438,-1,0,4423,1015
5439,0,0,4423,1016
5440,-1,0,4424,1016
5441,0,0,4424,1017
5442,-1,0,4425,1017
5443,-1,0,4426,1017
5444,-1,0,4427,1017
5445,-1,0,4428,1017
5446,-1,0,4429,1017
5447,-1,0,4430,1017
5448,-1,0,4431,1017
5449,-1,0,4432,1017
5450,-1,0,4433,1017
5451,0,0,4433,1018
5452,-1,0,4434,1018
5453,-1,0,4435,1018
5454,-1,0,4436,1018
5455,-1,0,4437,1018
5456,-1,0,4438,1018
5457,-1,0,4439,1018
5458,-1,0,4440,1018
5459,-1,0,4441,1018
5460,-1,0,4442,1018
5461,-1,0,4443,1018
5462,-1,0,4444,1018
5463,-1,0,4445,1018
5464,-1,0,4446,1018
5465,0,0,4446,1019
5466,-1,0,4447,1019
5467,-1,0,4448,1019
5468,0,0,4448,1020
5469,-1,0,4449,1020
5470,-1,0,4450,1020
5471,-1,0,4451,1020
5472,-1,0,4452,1020
5473,0,0,4452,1021
5474,0,0,4452,1022
5475,-1,0,4453,1022
5476,-1,0,4454,1022
5477,-1,0,4455,1022
5478,-1,0,4456,1022
5479,-1,0,4457,1022
5480,0,0,4457,1023
5481,-1,0,4458,1023
5482,0,0,4458,1024
5483,-1,0,4459,1024
5484,-1,0,4460,1024
5485,-1,0,4461,1024
5486,-1,0,4462,1024
5487,0,0,4462,1025
5488,-1,0,4463,1025
5489,-1,0,4464,1025
5490,-1,0,4465,1025
5491,-1,0,4466,1025
5492,-1,0,4467,1025
5493,-1,0,4468,1025
5494,-1,0,4469,1025
5495,-1,0,4470,1025
5496,-1,0,4471,1025
5497,-1,0,4472,1025
5498,-1,0,4473,1025
5499,-1,0,4474,1025
5500,-1,0,4475,1025
5501,-1,0,4476,1025
5502,-1,0,4477,1025
5503,-1,0,4478,1025
5504,-1,0,4479,1025
5505,-1,0,4480,1025
5506,-1,0,4481,1025
5507,-1,0,4482,1025
5508,0,0,4482,1026
5509,0,0,4482,1027
5510,-1,0,4483,1027
5511,-1,0,4484,1027
5512,-1,0,4485,1027
5513,0,0,4485,1028
5514,-1,0,4486,1028
5515,-1,0,4487,1028
5516,-1,0,4488,1028
5517,-1,0,4489,1028
5518,0,0,4489,1029
5519,-1,0,4490,1029
5520,-1,0,4491,1029
5521,-1,0,4492,1029
5522,-1,0,4493,1029
5523,-1,0,4494,1029
5524,-1,0,4495,1029
5525,-1,0,4496,1029
5526,-1,0,4497,1029
5527,-1,0,4498,1029
5528,-1,0,4499,1029
5529,-1,0,4500,1029
5530,-1,0,4501,1029
5531,-1,0,4502,1029
5532,-1,0,4503,1029
5533,0,0,4503,1030
5534,-1,0,4504,1030
5535,-1,0,4505,1030
5536,-1,0,4506,1030
5537,0,0,4506,1031
5538,-1,0,4507,1031
5539,-1,0,4508,1031
5540,-1,0,4509,1031
5541,-1,0,4510,1031
5542,0,0,4510,1032
5543,0,0,4510,1033
5544,-1,0,4511,1033
5545,0,0,4511,1034
5546,-1,0,4512,1034
5547,-1,0,4513,1034
5548,-1,0,4514,1034
5549,-1,0,4515,1034
5550,-1,0,4516,1034
5551,-1,0,4517,1034
5552,-1,0,4518,1034
5553,-1,0,4519,1034
5554,-1,0,4520,1034
5555,-1,0,4521,1034
5556,-1,0,4522,1034
5557,-1,0,4523,1034
5558,0,0,4523,1035
5559,-1,0,4524,1035
5560,-1,0,4525,1035
5561,-1,0,4526,1035
5562,-1,0,4527,1035
5563,-1,0,4528,1035
5564,0,0,4528,1036
5565,-1,0,4529,1036
5566,-1,0,4530,1036
5567,-1,0,4531,1036
5568,-1,0,4532,1036
5569,-1,0,4533,1036
5570,-1,0,4534,1036
5571,-1,0,4535,1036
5572,-1,0,4536,1036
5573,0,0,4536,1037
5574,-1,0,4537,1037
5575,-1,0,4538,1037
5576,-1,0,4539,1037
5577,-1,0,4540,1037
5578,-1,0,4541,1037
5579,0,0,4541,1038
5580,-1,0,4542,1038
5581,0,0,4542,1039
5582,-1,0,4543,1039
5583,-1,0,4544,1039
5584,-1,0,4545,1039
5585,-1,0,4546,1039
5586,-1,0,4547,1039
5587,0,0,4547,1040
5588,-1,0,4548,1040
5589,-1,0,4549,1040
5590,-1,0,4550,1040
5591,-1,0,4551,1040
5592,-1,0,4552,1040
5593,-1,0,4553,1040
5594,-1,0,4554,1040
5595,0,0,4554,1041
5596,-1,0,4555,1041
5597,-1,0,4556,1041
5598,-1,0,4557,1041
5599,0,0,4557,1042
5600,-1,0,4558,1042
5601,-1,0,4559,1042
5602,-1,0,4560,1042
5603,-1,0,4561,1042
5604,-1,0,4562,1042
5605,-1,0,4563,1042
5606,-1,0,4564,1042
5607,-1,0,4565,1042
5608,-1,0,4566,1042
5609,0,0,4566,1043
5610,-1,0,4567,1043
5611,-1,0,4568,1043
5612,0,0,4568,1044
5613,-1,0,4569,1044
5614,-1,0,4570,1044
5615,-1,0,4571,1044
5616,-1,0,4572,1044
5617,0,0,4572,1045
5618,-1,0,4573,1045
5619,-1,0,4574,1045
5620,-1,0,4575,1045
5621,-1,0,4576,1045
5622,-1,0,4577,1045
5623,-1,0,4578,1045
5624,0,0,4578,1046
5625,-1,0,4579,1046
5626,-1,0,4580,1046
5627,0,0,4580,1047
5628,-1,0,4581,1047
5629,-1,0,4582,1047
5630,-1,0,4583,1047
5631,-1,0,4584,1047
5632,0,0,4584,1048
5633,-1,0,4585,1048
5634,-1,0,4586,1048
5635,-1,0,4587,1048
5636,-1,0,4588,1048
5637,-1,0,4589,1048
5638,-1,0,4590,1048
5639,-1,0,4591,1048
5640,-1,0,4592,1048
5641,-1,0,4593,1048
5642,-1,0,4594,1048
5643,-1,0,4595,1048
5644,-1,0,4596,1048
5645,0,0,4596,1049
5646,-1,0,4597,1049
5647,-1,0,4598,1049
5648,0,0,4598,1050
5649,-1,0,4599,1050
5650,-1,0,4600,1050
5651,-1,0,4601,1050
5652,-1,0,4602,1050
5653,-1,0,4603,1050
5654,0,0,4603,1051
5655,0,0,4603,1052
5656,-1,0,4604,1052
5657,0,0,4604,1053
5658,-1,0,4605,1053
5659,-1,0,4606,1053
5660,0,0,4606,1054
5661,-1,0,4607,1054
5662,0,0,4607,1055
5663,-1,0,4608,1055
5664,-1,0,4609,1055
5665,-1,0,4610,1055
5666,-1,0,4611,1055
5667,0,0,4611,1056
5668,-1,0,4612,1056
5669,-1,0,4613,1056
5670,-1,0,4614,1056
5671,-1,0,4615,1056
5672,-1,0,4616,1056
5673,-1,0,4617,1056
5674,0,0,4617,1057
5675,-1,0,4618,1057
5676,0,0,4618,1058
5677,-1,0,4619,1058
5678,-1,0,4620,1058
5679,-1,0,4621,1058
5680,-1,0,4622,1058
5681,0,0,4622,1059
5682,-1,0,4623,1059
5683,-1,0,4624,1059
5684,-1,0,4625,1059
5685,-1,0,4626,1059
5686,-1,0,4627,1059
5687,-1,0,4628,1059
5688,0,0,4628,1060
5689,-1,0,4629,1060
5690,-1,0,4630,1060
5691,-1,0,4631,1060
5692,0,0,4631,1061
5693,-1,0,4632,1061
5694,-1,0,4633,1061
5695,0,0,4633,1062
5696,-1,0,4634,1062
5697,-1,0,4635,1062
5698,0,0,4635,1063
5699,-1,0,4636,1063
5700,-1,0,4637,1063
5701,-1,0,4638,1063
5702,-1,0,4639,1063
5703,-1,0,4640,1063
5704,-1,0,4641,1063
5705,-1,0,4642,1063
5706,-1,0,4643,1063
5707,-1,0,4644,1063
5708,-1,0,4645,1063
5709,-1,0,4646,1063
5710,-1,0,4647,1063
5711,-1,0,4648,1063
5712,-1,0,4649,1063
5713,-1,0,4650,1063
5714,-1,0,4651,1063
5715,0,0,4651,1064
5716,0,0,4651,1065
5717,-1,0,4652,1065
5718,-1,0,4653,1065
5719,-1,0,4654,1065
5720,-1,0,4655,1065
5721,-1,0,4656,1065
5722,-1,0,4657,1065
5723,0,0,4657,1066
5724,-1,0,4658,1066
5725,-1,0,4659,1066
5726,0,0,4659,1067
5727,0,0,4659,1068
5728,-1,0,4660,1068
5729,-1,0,4661,1068
5730,-1,0,4662,1068
5731,-1,0,4663,1068
5732,-1,0,4664,1068
5733,-1,0,4665,1068
5734,0,0,4665,1069
5735,-1,0,4666,1069
5736,-1,0,4667,1069
5737,-1,0,4668,1069
5738,-1,0,4669,1069
5739,-1,0,4670,1069
5740,0,0,4670,1070
5741,-1,0,4671,1070
5742,-1,0,4672,1070
5743,-1,0,4673,1070
5744,-1,0,4674,1070
5745,-1,0,4675,1070
5746,-1,0,4676,1070
5747,0,0,4676,1071
5748,-1,0,4677,1071
5749,-1,0,4678,1071
5750,-1,0,4679,1071
5751,-1,0,4680,1071
5752,-1,0,4681,1071
5753,-1,0,4682,1071
5754,-1,0,4683,1071
5755,-1,0,4684,1071
5756,-1,0,4685,1071
5757,-1,0,4686,1071
5758,-1,0,4687,1071
5759,-1,0,4688,1071
5760,-1,0,4689,1071
5761,-1,0,4690,1071
5762,-1,0,4691,1071
5763,-1,0,4692,1071
5764,-1,0,4693,1071
5765,-1,0,4694,1071
5766,0,0,4694,1072
5767,-1,0,4695,1072
5768,-1,0,4696,1072
5769,-1,0,4697,1072
5770,-1,0,4698,1072
5771,-1,0,4699,1072
5772,-1,0,4700,1072
5773,-1,0,4701,1072
5774,-1,0,4702,1072
5775,-1,0,4703,1072
5776,-1,0,4704,1072
5777,-1,0,4705,1072
5778,-1,0,4706,1072
5779,-1,0,4707,1072
5780,-1,0,4708,1072
5781,0,0,4708,1073
5782,-1,0,4709,1073
5783,-1,0,4710,1073
5784,-1,0,4711,1073
5785,-1,0,4712,1073
5786,0,0,4712,1074
5787,-1,0,4713,1074
5788,-1,0,4714,1074
5789,-1,0,4715,1074
5790,0,0,4715,1075
5791,0,0,4715,1076
5792,-1,0,4716,1076
5793,0,0,4716,1077
5794,-1,0,4717,1077
5795,0,0,4717,1078
5796,-1,0,4718,1078
5797,-1,0,4719,1078
5798,-1,0,4720,1078
5799,0,0,4720,1079
5800,-1,0,4721,1079
5801,0,0,4721,1080
5802,-1,0,4722,1080
5803,-1,0,4723,1080
5804,-1,0,4724,1080
5805,-1,0,4725,1080
5806,-1,0,4726,1080
5807,-1,0,4727,1080
5808,-1,0,4728,1080
5809,-1,0,4729,1080
5810,-1,0,4730,1080
5811,-1,0,4731,1080
5812,-1,0,4732,1080
5813,-1,0,4733,1080
5814,-1,0,4734,1080
5815,-1,0,4735,1080
5816,-1,0,4736,1080
5817,-1,0,4737,1080
5818,-1,0,4738,1080
5819,-1,0,4739,1080
5820,-1,0,4740,1080
5821,-1,0,4741,1080
5822,-1,0,4742,1080
5823,0,0,4742,1081
5824,-1,0,4743,1081
5825,-1,0,4744,1081
5826,-1,0,4745,1081
5827,-1,0,4746,1081
5828,-1,0,4747,1081
5829,-1,0,4748,1081
5830,-1,0,4749,1081
5831,-1,0,4750,1081
5832,-1,0,4751,1081
5833,-1,0,4752,1081
5834,0,0,4752,1082
5835,-1,0,4753,1082
5836,-1,0,4754,1082
5837,-1,0,4755,1082
5838,-1,0,4756,1082
5839,-1,0,4757,1082
5840,-1,0,4758,1082
5841,-1,0,4759,1082
5842,-1,0,4760,1082
5843,-1,0,4761,1082
5844,-1,0,4762,1082
5845,0,0,4762,1083
5846,-1,0,4763,1083
5847,-1,0,4764,1083
5848,-1,0,4765,1083
5849,-1,0,4766,1083
5850,-1,0,4767,1083
5851,0,0,4767,1084
5852,-1,0,4768,1084
5853,-1,0,4769,1084
5854,-1,0,4770,1084
5855,-1,0,4771,1084
5856,-1,0,4772,1084
5857,-1,0,4773,1084
5858,-1,0,4774,1084
5859,-1,0,4775,1084
5860,-1,0,4776,1084
5861,0,0,4776,1085
5862,-1,0,4777,1085
5863,-1,0,4778,1085
5864,-1,0,4779,1085
5865,-1,0,4780,1085
5866,-1,0,4781,1085
5867,0,0,4781,1086
5868,-1,0,4782,1086
5869,-1,0,4783,1086
5870,-1,0,4784,1086
5871,-1,0,4785,1086
5872,-1,0,4786,1086
5873,0,0,4786,1087
5874,0,0,4786,1088
5875,0,0,4786,1089
5876,-1,0,4787,1089
5877,-1,0,4788,1089
5878,-1,0,4789,1089
5879,-1,0,4790,1089
5880,-1,0,4791,1089
5881,-1,0,4792,1089
5882,0,0,4792,1090
5883,-1,0,4793,1090
5884,-1,0,4794,1090
5885,-1,0,4795,1090
5886,-1,0,4796,1090
5887,0,0,4796,1091
5888,-1,0,4797,1091
5889,-1,0,4798,1091
5890,-1,0,4799,1091
5891,-1,0,4800,1091
5892,-1,0,4801,1091
5893,-1,0,4802,1091
5894,-1,0,4803,1091
5895,-1,0,4804,1091
5896,-1,0,4805,1091
5897,-1,0,4806,1091
5898,-1,0,4807,1091
5899,-1,0,4808,1091
5900,-1,0,4809,1091
5901,0,0,4809,1092
5902,-1,0,4810,1092
5903,0,0,4810,1093
5904,-1,0,4811,1093
5905,-1,0,4812,1093
5906,0,0,4812,1094
5907,-1,0,4813,1094
5908,-1,0,4814,1094
5909,-1,0,4815,1094
5910,-1,0,4816,1094
5911,-1,0,4817,1094
5912,-1,0,4818,1094
5913,-1,0,4819,1094
5914,-1,0,4820,1094
5915,0,0,4820,1095
5916,-1,0,4821,1095
5917,-1,0,4822,1095
5918,-1,0,4823,1095
5919,-1,0,4824,1095
5920,-1,0,4825,1095
5921,-1,0,4826,1095
5922,-1,0,4827,1095
5923,-1,0,4828,1095
5924,-1,0,4829,1095
5925,-1,0,4830,1095
5926,-1,0,4831,1095
5927,-1,0,4832,1095
5928,-1,0,4833,1095
5929,-1,0,4834,1095
5930,-1,0,4835,1095
5931,0,0,4835,1096
5932,0,0,4835,1097
5933,-1,0,4836,1097
5934,-1,0,4837,1097
5935,-1,0,4838,1097
5936,-1,0,4839,1097
5937,-1,0,4840,1097
5938,0,0,4840,1098
5939,-1,0,4841,1098
5940,-1,0,4842,1098
5941,-1,0,4843,1098
5942,-1,0,4844,1098
5943,-1,0,4845,1098
5944,-1,0,4846,1098
5945,-1,0,4847,1098
5946,0,0,4847,1099
5947,-1,0,4848,1099
5948,-1,0,4849,1099
5949,-1,0,4850,1099
5950,-1,0,4851,1099
5951,-1,0,4852,1099
5952,-1,0,4853,1099
5953,0,0,4853,1100
5954,0,0,4853,1101
5955,-1,0,4854,1101
5956,0,0,4854,1102
5957,-1,0,4855,1102
5958,-1,0,4856,1102
5959,-1,0,4857,1102
5960,-1,0,4858,1102
5961,-1,0,4859,1102
5962,-1,0,4860,1102
5963,-1,0,4861,1102
5964,-1,0,4862,1102
5965,-1,0,4863,1102
5966,-1,0,4864,1102
5967,-1,0,4865,1102
5968,-1,0,4866,1102
5969,0,0,4866,1103
5970,-1,0,4867,1103
5971,-1,0,4868,1103
5972,-1,0,4869,1103
5973,-1,0,4870,1103
5974,-1,0,4871,1103
5975,-1,0,4872,1103
5976,-1,0,4873,1103
5977,-1,0,4874,1103
5978,0,0,4874,1104
5979,-1,0,4875,1104
5980,-1,0,4876,1104
5981,-1,0,4877,1104
5982,-1,0,4878,1104
5983,0,0,4878,1105
5984,-1,0,4879,1105
5985,-1,0,4880,1105
5986,-1,0,4881,1105
5987,-1,0,4882,1105
5988,-1,0,4883,1105
5989,0,0,4883,1106
5990,-1,0,4884,1106
5991,-1,0,4885,1106
5992,-1,0,4886,1106
5993,-1,0,4887,1106
5994,-1,0,4888,1106
5995,-1,0,4889,1106
5996,-1,0,4890,1106
5997,0,0,4890,1107
5998,-1,0,4891,1107
5999,-1,0,4892,1107
6000,0,0,4892,1108
6001,0,0,4892,1109
6002,-1,0,4893,1109
6003,-1,0,4894,1109
6004,0,0,4894,1110
6005,-1,0,4895,1110
6006,-1,0,4896,1110
6007,0,0,4896,1111
6008,-1,0,4897,1111
6009,-1,0,4898,1111
6010,-1,0,4899,1111
6011,-1,0,4900,1111
6012,-1,0,4901,1111
6013,0,0,4901,1112
6014,0,0,4901,1113
6015,-1,0,4902,1113
6016,0,0,4902,1114
6017,0,0,4902,1115
6018,-1,0,4903,1115
6019,-1,0,4904,1115
6020,0,0,4904,1116
6021,-1,0,4905,1116
6022,-1,0,4906,1116
6023,0,0,4906,1117
6024,0,0,4906,1118
6025,-1,0,4907,1118
6026,-1,0,4908,1118
6027,-1,0,4909,1118
6028,0,0,4909,1119
6029,-1,0,4910,1119
6030,-1,0,4911,1119
6031,-1,0,4912,1119
6032,-1,0,4913,1119
6033,0,0,4913,1120
6034,-1,0,4914,1120
6035,0,0,4914,1121
6036,0,0,4914,1122
6037,-1,0,4915,1122
6038,-1,0,4916,1122
6039,-1,0,4917,1122
6040,-1,0,4918,1122
6041,-1,0,4919,1122
6042,0,0,4919,1123
6043,-1,0,4920,1123
6044,-1,0,4921,1123
6045,0,0,4921,1124
6046,-1,0,4922,1124
6047,-1,0,4923,1124
6048,-1,0,4924,1124
6049,0,0,4924,1125
6050,0,0,4924,1126
6051,-1,0,4925,1126
6052,-1,0,4926,1126
6053,-1,0,4927,1126
6054,-1,0,4928,1126
6055,-1,0,4929,1126
6056,-1,0,4930,1126
6057,-1,0,4931,1126
6058,-1,0,4932,1126
6059,0,0,4932,1127
6060,-1,0,4933,1127
6061,-1,0,4934,1127
6062,-1,0,4935,1127
6063,-1,0,4936,1127
6064,-1,0,4937,1127
6065,0,0,4937,1128
6066,-1,0,4938,1128
6067,-1,0,4939,1128
6068,0,0,4939,1129
6069,-1,0,4940,1129
6070,-1,0,4941,1129
6071,0,0,4941,1130
6072,-1,0,4942,1130
6073,-1,0,4943,1130
6074,-1,0,4944,1130
6075,-1,0,4945,1130
6076,0,0,4945,1131
6077,-1,0,4946,1131
6078,0,0,4946,1132
6079,-1,0,4947,1132
6080,-1,0,4948,1132
6081,-1,0,4949,1132
6082,0,0,4949,1133
6083,-1,0,4950,1133
6084,0,0,4950,1134
6085,-1,0,4951,1134
6086,-1,0,4952,1134
6087,-1,0,4953,1134
6088,-1,0,4954,1134
6089,-1,0,4955,1134
6090,0,0,4955,1135
6091,-1,0,4956,1135
6092,-1,0,4957,1135
6093,0,0,4957,1136
6094,0,0,4957,1137
6095,0,0,4957,1138
6096,0,0,4957,1139
6097,0,0,4957,1140
6098,-1,0,4958,1140
6099,-1,0,4959,1140
6100,-1,0,4960,1140
6101,0,0,4960,1141
6102,-1,0,4961,1141
6103,-1,0,4962,1141
6104,-1,0,4963,1141
6105,-1,0,4964,1141
6106,-1,0,4965,1141
6107,-1,0,4966,1141
6108,-1,0,4967,1141
6109,-1,0,4968,1141
6110,0,0,4968,1142
6111,-1,0,4969,1142
6112,-1,0,4970,1142
6113,-1,0,4971,1142
6114,-1,0,4972,1142
6115,0,0,4972,1143
6116,-1,0,4973,1143
6117,0,0,4973,1144
6118,-1,0,4974,1144
6119,0,0,4974,1145
6120,-1,0,4975,1145
6121,-1,0,4976,1145
6122,-1,0,4977,1145
6123,-1,0,4978,1145
6124,-1,0,4979,1145
6125,-1,0,4980,1145
6126,-1,0,4981,1145
6127,-1,0,4982,1145
6128,-1,0,4983,1145
6129,-1,0,4984,1145
6130,-1,0,4985,1145
6131,-1,0,4986,1145
6132,-1,0,4987,1145
6133,-1,0,4988,1145
6134,-1,0,4989,1145
6135,-1,0,4990,1145
6136,-1,0,4991,1145
6137,-1,0,4992,1145
6138,-1,0,4993,1145
6139,-1,0,4994,1145
6140,-1,0,4995,1145
6141,0,0,4995,1146
6142,0,0,4995,1147
6143,-1,0,4996,1147
6144,-1,0,4997,1147
6145,-1,0,4998,1147
6146,-1,0,4999,1147
6147,-1,0,5000,1147
6148,-1,0,5001,1147
6149,-1,0,5002,1147
6150,-1,0,5003,1147
6151,-1,0,5004,1147
6152,-1,0,5005,1147
6153,-1,0,5006,1147
6154,-1,0,5007,1147
6155,-1,0,5008,1147
6156,-1,0,5009,1147
6157,-1,0,5010,1147
6158,-1,0,5011,1147
6159,-1,0,5012,1147
6160,-1,0,5013,1147
6161,-1,0,5014,1147
6162,0,0,5014,1148
6163,-1,0,5015,1148
6164,-1,0,5016,1148
6165,-1,0,5017,1148
6166,-1,0,5018,1148
6167,-1,0,5019,1148
6168,-1,0,5020,1148
6169,-1,0,5021,1148
6170,0,0,5021,1149
6171,-1,0,5022,1149
6172,-1,0,5023,1149
6173,0,0,5023,1150
6174,0,0,5023,1151
6175,-1,0,5024,1151
6176,0,0,5024,1152
6177,-1,0,5025,1152
6178,-1,0,5026,1152
6179,0,0,5026,1153
6180,-1,0,5027,1153
6181,-1,0,5028,1153
6182,0,0,5028,1154
6183,0,0,5028,1155
6184,0,0,5028,1156
6185,-1,0,5029,1156
6186,-1,0,5030,1156
6187,0,0,5030,1157
6188,-1,0,5031,1157
6189,-1,0,5032,1157
6190,0,0,5032,1158
6191,-1,0,5033,1158
6192,0,0,5033,1159
6193,-1,0,5034,1159
6194,-1,0,5035,1159
6195,-1,0,5036,1159
6196,-1,0,5037,1159
6197,-1,0,5038,1159
6198,-1,0,5039,1159
6199,-1,0,5040,1159
6200,-1,0,5041,1159
6201,-1,0,5042,1159
6202,-1,0,5043,1159
6203,-1,0,5044,1159
6204,-1,0,5045,1159
6205,-1,0,5046,1159
6206,0,0,5046,1160
6207,-1,0,5047,1160
6208,0,0,5047,1161
6209,-1,0,5048,1161
6210,-1,0,5049,1161
6211,-1,0,5050,1161
6212,-1,0,5051,1161
6213,-1,0,5052,1161
6214,0,0,5052,1162
6215,0,0,5052,1163
6216,0,0,5052,1164
6217,-1,0,5053,1164
6218,-1,0,5054,1164
6219,-1,0,5055,1164
6220,-1,0,5056,1164
6221,-1,0,5057,1164
6222,-1,0,5058,1164
6223,0,0,5058,1165
6224,-1,0,5059,1165
6225,-1,0,5060,1165
6226,0,0,5060,1166
6227,-1,0,5061,1166
6228,0,0,5061,1167
6229,-1,0,5062,1167
6230,-1,0,5063,1167
6231,-1,0,5064,1167
6232,0,0,5064,1168
6233,-1,0,5065,1168
6234,0,0,5065,1169
6235,0,0,5065,1170
6236,0,0,5065,1171
6237,0,0,5065,1172
6238,-1,0,5066,1172
6239,-1,0,5067,1172
6240,-1,0,5068,1172
6241,-1,0,5069,1172
6242,-1,0,5070,1172
6243,-1,0,5071,1172
6244,-1,0,5072,1172
6245,-1,0,5073,1172
6246,0,0,5073,1173
6247,0,0,5073,1174
6248,-1,0,5074,1174
6249,-1,0,5075,1174
6250,0,0,5075,1175
6251,-1,0,5076,1175
6252,-1,0,5077,1175
6253,-1,0,5078,1175
6254,-1,0,5079,1175
6255,-1,0,5080,1175
6256,-1,0,5081,1175
6257,-1,0,5082,1175
